text,year,month,day_of_month,day_of_week,hour_of_day
True. Wish it wasn’t.,2023,4,15,6,21
"Tolkien barely survived. Bolitho too. Both born in South Africa, almost to die in trenches for nothing.",2023,4,15,6,21
Yay! Nice work Dragon Team!,2023,4,15,6,21
Well said,2023,4,15,6,21
Also the plot of Deus Ex,2023,4,15,6,21
Probably people would,2023,4,15,6,20
I will do a Starship Spaces at 6pm CT tomorrow for subscribers only,2023,4,15,6,20
"Creators in Japan, Canada, Australia and New Zealand can now enable subscriptions on this platform. Our goal is t…",2023,4,15,6,20
Fermi’s Paradox troubles me greatly,2023,4,15,6,20
"Tom, we’re not “starting a price war”, we’re just lowering prices to enable affordability at scale",2023,4,15,6,20
Those were sick when they came out,2023,4,15,6,20
"I knew it was futile, but “let the record show …”",2023,4,15,6,20
Tell me about it … sigh,2023,4,15,6,20
Nice!,2023,4,15,6,20
"At scale, you hit limit of available power, so it’s just useful compute…",2023,4,15,6,20
Useful compute per unit of energy is what will matter most,2023,4,15,6,19
And people who steal memes!,2023,4,15,6,18
The timing of this couldn’t be worse,2023,4,15,6,18
The so-called chief “fact-checker” at Washington Post has been dinged by several t…,2023,4,15,6,18
"Your direct experience, people you talk to in the subject area &amp; independent research will get you much closer to the truth",2023,4,15,6,17
The BBC interview last week was exceptional in illustrating why you cannot rely on the media for truth,2023,4,15,6,17
I still have launch PTSD from early Falcon days. My limbic system twists my guts into a knot as we get closer to launch.,2023,4,15,6,17
It’s worth considering deleting your blocks. What’s the worst that can happen? Words &amp; emojis …,2023,4,15,6,17
This platform is great for #3,2023,4,15,6,16
That’s why I deleted my block list,2023,4,15,6,16
Negative feedback received on this platform is great for reducing ego-based errors,2023,4,15,6,16
Gets me every time,2023,4,15,6,16
Coming,2023,4,15,6,15
*unreleased,2023,4,15,6,15
Try enabling subscriptions and posting unrelated songs &amp; music videos for fans,2023,4,15,6,15
You should consider enabling subscriptions for your account,2023,4,15,6,6
Good book,2023,4,15,6,6
Imagine how this makes FOMO Capital (the VC firm) feel!,2023,4,15,6,4
"That is *actually* what they did. Going forward, this platform will be fair &amp; transparent.",2023,4,15,6,4
Odd for period pieces,2023,4,15,6,4
With booster ultimately flying up to ~20 times per day &amp; ship flying up to ~5 times per day. Useful…,2023,4,15,6,4
"You should sign up for subscriptions, then, for example, post low res images free and high res for subscr…",2023,4,15,6,4
There is massive uncertainty with a new launch. We don’t know exactly when it will fly.,2023,4,15,6,2
Anyone who thinks this risk is 0% is an idiot,2023,4,15,6,1
Starship launch attempt in ~7 hours,2023,4,17,1,5
Treasury is (obviously) correct,2023,4,17,1,5
Same,2023,4,17,1,4
An implausible rocket on the beach,2023,4,17,1,1
Low birthrate is under-appreciated as causal in the fall of civilizations. Rome was having birth r…,2023,4,17,1,1
Thanks for the subtitles 🤣🤣,2023,4,17,1,1
So it goes …,2023,4,17,1,0
Exactly,2023,4,17,1,0
We will try,2023,4,16,7,22
Yeah,2023,4,16,7,22
"In any event, good manners require using the person’s name, not their pronoun, when referring to them",2023,4,16,7,16
I subscribed,2023,4,16,7,16
"You’re welcome, now if only you were the actual head of the Fed!",2023,4,16,7,15
Launch attempt tomorrow,2023,4,16,7,15
Absolutely,2023,4,16,7,15
I subscribed,2023,4,16,7,15
It’s felt like that for a long time,2023,4,16,7,15
"Pronouns are virtue-signaling, so inevitably, as with all virtue-signaling, they will be used as a shield by bad humans",2023,4,16,7,15
I mean … one does control what happens a little,2023,4,16,7,14
I subscribed!,2023,4,16,7,14
Send a BBC boss with 3 mini bosses,2023,4,16,7,14
"Next time, they should send a better NPC!",2023,4,16,7,14
Makes sense,2023,4,16,7,14
"I saw it happening from well before GPT-1, which is why I tried to warn the public for years. The on…",2023,4,16,7,14
I hope this is true,2023,4,16,7,12
Germ theory took a shockingly long time to be accepted! The entire medical establishment was against it…,2023,4,16,7,12
Fate hates hypocrisy,2023,4,16,7,12
My identical twins scored within 1 point of each other on tests taken on different days,2023,4,16,7,11
Intense work schedule,2023,4,18,2,6
Sigh,2023,4,18,2,5
Wait for it …,2023,4,18,2,4
True,2023,4,18,2,3
One store after another shutting down,2023,4,18,2,3
Large ships are fundamentally vulnerable to ballistic (hypersonic) missiles,2023,4,18,2,3
The Golden Rule,2023,4,18,2,3
What’s he talking about and why is it sponsored by Erik’s son?,2023,4,18,2,3
Umm … no,2023,4,18,2,3
Perhaps inevitable,2023,4,18,2,3
Fun times 🤩,2023,4,18,2,2
This will be great. Coming soon. Maximum protection for users.,2023,4,18,2,2
"Sorry about this. Yes, subscribe now via web or wait a few days for Apple to approve. Note: creat…",2023,4,18,2,2
"Takes a few days for Apple to approve subscriptions, iOS lags web subscriptions by a few days",2023,4,18,2,2
Population collapse is a massive threat to civilization,2023,4,18,2,1
"Canadian Broadcasting Corp said they’re “less than 70% government-funded”, so we corrected the label",2023,4,18,2,1
Fundamentally important,2023,4,18,2,0
"Good point, generosity is always the right move. 69% it is!",2023,4,18,2,0
Their concern has been addressed,2023,4,18,2,0
Mini Starship with flame!,2023,4,17,1,23
Just trying to be accurate. Would they be ok if we said 70% govt funded?,2023,4,17,1,23
Was alerted this weekend. Looking into it.,2023,4,17,1,15
Fate,2023,4,17,1,15
"Learned a lot today, now offloading propellant, retrying in a few days …",2023,4,17,1,13
"A pressurant valve appears to be frozen, so unless it starts operating soon, no launch today",2023,4,17,1,13
"Cryogenic propellant load of Starship is underway, liftoff in T minus 1 hour",2023,4,17,1,12
"The team is working around the clock on many issues. Maybe 4/20, maybe not.",2023,4,19,3,4
Spend it wisely 🫡,2023,4,19,3,4
I’m not surprised. Taylor is smart and her father is a well-regarded investment banker.,2023,4,19,3,4
Seriously (sigh),2023,4,19,3,4
Reminds me of Fallout,2023,4,18,2,22
Exactly,2023,4,18,2,21
Cool!,2023,4,18,2,21
They’re right,2023,4,18,2,19
Fringe benefit 🤣,2023,4,18,2,19
Exactly,2023,4,18,2,18
Seriously 🤦‍♂️,2023,4,18,2,18
You could charge more than $2!,2023,4,18,2,15
Crazy that this is still so different in 2023,2023,4,18,2,15
Where is the manifesto? The Unabomber got his published …,2023,4,18,2,15
"In the fairly near future, internal combustion engine vehicles will be viewed in the same way that we…",2023,4,18,2,14
Orbital rockets are a hard problem,2023,4,18,2,13
Software update next week will allow the princely size of 5GB! 😂,2023,4,20,4,5
All systems currently green for launch,2023,4,20,4,4
Tomorrow is shaping up to be quite the day!,2023,4,20,4,4
Heck of a coincidence!,2023,4,20,4,4
(This will be fixed),2023,4,20,4,3
"There is a roughly 2 GB (compressed) file size limit, so uploading at 720p resolution should work",2023,4,20,4,3
You will always be my captain,2023,4,20,4,3
Why not upload to Twitter subscribers?,2023,4,20,4,1
One day,2023,4,20,4,0
I love Bob,2023,4,19,3,21
"I’m open to ideas, but ripping off the Twitter database, demonetizing it (removing ads)…",2023,4,19,3,21
Very rapid increase!,2023,4,19,3,20
Why did they do that?,2023,4,19,3,20
They should at least have mentioned that the clinical trials didn’t check for transmission-blocking,2023,4,19,3,20
Exactly,2023,4,19,3,20
Baby me,2023,4,19,3,20
They trained illegally using Twitter data. Lawsuit time.,2023,4,19,3,20
"Happy birthday, Love E!",2023,4,19,3,17
Big boy,2023,4,19,3,14
Absolutely,2023,4,19,3,14
"Given Federal expenditures, it is a matter of when, not if, we default",2023,4,19,3,14
As I said several months ago …,2023,4,19,3,14
A different meaning to “I’ll have the usual”,2023,4,19,3,14
I can’t tell satire from reality these days. Does she really own four houses?,2023,4,19,3,14
"Yes, how strange",2023,4,19,3,14
Yeah,2023,4,19,3,14
Will be fixed soon,2023,4,19,3,13
Great song,2023,4,21,5,3
Such a strange dichotomy …,2023,4,21,5,3
Such a great day in so many ways,2023,4,21,5,3
Same,2023,4,21,5,1
"Hear, hear!",2023,4,21,5,1
They’ll survive … somehow …,2023,4,21,5,1
Fate hates hypocrisy,2023,4,21,5,0
"Just Shatner, LeBron and King",2023,4,21,5,0
As they should,2023,4,20,4,22
You’re welcome namaste 🙏,2023,4,20,4,22
It is insane to trust any “social network” or “search” company that won’t show you their source code,2023,4,20,4,22
And always will be,2023,4,20,4,22
Exactly,2023,4,20,4,22
I’m paying for a few personally,2023,4,20,4,22
Good thread,2023,4,20,4,21
Starship Liftoff,2023,4,20,4,21
Starship Supersonic,2023,4,20,4,21
Starship liftoff,2023,4,20,4,21
Interesting theory,2023,4,20,4,21
Thanks for having me,2023,4,20,4,21
Thank you on behalf of the SpaceX team,2023,4,20,4,17
Thanks on behalf of the SpaceX team!,2023,4,20,4,17
Thank you for your kind words on behalf of the SpaceX team!,2023,4,20,4,17
Congrats team on an exciting test launch of Starship! Learned a lot for next test launch in a few months.,2023,4,20,4,14
Thanks!,2023,4,20,4,13
10 minutes to launch,2023,4,20,4,13
Starship on track to launch in ~37 mins,2023,4,20,4,12
People for scale,2023,4,20,4,10
Evil Dead 2,2023,4,20,4,9
chief nothing officer,2023,4,20,4,9
I feel your pain,2023,4,22,6,4
Beautiful,2023,4,22,6,4
My feed has correctly guessed that I like yummy snacks,2023,4,22,6,3
lol … nice bio btw,2023,4,22,6,3
Being a Mom is a real job that deserves major respect,2023,4,22,6,3
"Everyone pays the same price for a Tesla, including me. Same goes for new Twitter.",2023,4,22,6,2
"Agreed, almost all of this is in work. There will be some mistakes along the way, but we will fix them fast.",2023,4,22,6,2
Rust,2023,4,22,6,2
Bad Batch is great,2023,4,22,6,2
Great shot!,2023,4,22,6,2
Exactly,2023,4,22,6,2
Starship liftoff in slow motion,2023,4,22,6,1
Deep time is disturbing,2023,4,21,5,23
But super obvious in infrared,2023,4,21,5,23
You correctly highlight the absurdity,2023,4,21,5,23
Lithium ore is very common throughout Earth. What matters is refining capacity.,2023,4,21,5,23
The caffeine one is most concerning! Like … how much caffeine did that spider get!?,2023,4,21,5,23
"At this point, I’m quite curious about the manifesto!",2023,4,21,5,22
"I certainly agree that this requires a nuanced evaluation of all the facts, but please stop with the Russian bogeyman",2023,4,21,5,22
Next-level irony!,2023,4,21,5,22
"Hear, hear!!",2023,4,21,5,22
There needs to be some accountability here!,2023,4,21,5,22
"All that’s left of the concrete lateral support beam is the rebar! Hopefully, this didn’t gronk the launch mount.",2023,4,21,5,22
Interesting thread,2023,4,21,5,21
"3 months ago, we started building a massive water-cooled, steel plate to go under the launch mount.…",2023,4,21,5,21
🤣🤣 It’s a real thing,2023,4,21,5,16
We’ve started a “save-a-celebrity fund” to pay their $8. We take this matter very seriously.,2023,4,21,5,16
I’ll pay for yours,2023,4,21,5,15
What say you ?,2023,4,21,5,15
They got caught,2023,4,21,5,15
Exactly,2023,4,21,5,15
Good US history thread,2023,4,21,5,11
It sucked,2023,4,21,5,4
Couldn’t sleep last night because of Starship launch,2023,4,21,5,4
Have to sleep,2023,4,21,5,4
Maybe he’d like some 🧀 with his 🍷,2023,4,21,5,4
True,2023,4,23,7,8
Good advice,2023,4,23,7,8
Certainly trial,2023,4,23,7,5
I wonder if you can rent them on,2023,4,23,7,5
Thanks Dustin,2023,4,23,7,5
This is crazy. Data source?,2023,4,23,7,5
I subscribed!,2023,4,23,7,5
Great citizen journalism!,2023,4,23,7,5
"I’ve donated $100M to Ukraine, how much have you donated? (We turned down the DoD money btw)",2023,4,23,7,5
Good points,2023,4,23,7,4
True,2023,4,23,7,2
"There have been several extended periods of flatness, followed by rapid rises to new plateaus",2023,4,23,7,2
Amazing,2023,4,23,7,2
Incentives matter,2023,4,23,7,2
Allergies,2023,4,23,7,2
Certainly should be same for all,2023,4,23,7,0
Is all this just about raising the pension age from 62 to 64 or is there more to it?,2023,4,22,6,23
Malaria did it for me,2023,4,22,6,23
The least bad solution to the AGI control problem that I can think of is to give every verified human a vote,2023,4,22,6,23
"A troll, me?? 🤣",2023,4,22,6,22
Not exactly neutral,2023,4,22,6,21
You’re welcome!,2023,4,22,6,21
What makes so powerful is that people with different points of view have to agree that a note is correct for it to be shown,2023,4,22,6,21
So many Zoolander memes 😂,2023,4,22,6,21
check mate,2023,4,22,6,19
Do you write in defense of the truth?,2023,4,22,6,19
"Starship is super insane, but such a system is the only way for us to become a multiplanet civilization",2023,4,22,6,18
I will pay for your blue check – my gift to you 💕,2023,4,22,6,18
Well said,2023,4,22,6,18
Have you considered a career in comedy?,2023,4,22,6,18
"Still early in analysis, but the force of the engines when they throttled up may have shattered the co…",2023,4,22,6,15
Demographics is destiny,2023,4,22,6,15
Anointed nobility is anathema Quality of content counts,2023,4,22,6,15
Exactly,2023,4,22,6,15
It will be a Brave New World,2023,4,23,7,23
"This really opens your eyes. If they’re this wrong about Tesla, what subjects are they actually right about?",2023,4,23,7,18
This resonates,2023,4,23,7,16
It has gone full beyond,2023,4,23,7,16
Intense week,2023,4,23,7,16
Twitter is a serious danger to their ability to control the narrative,2023,4,23,7,16
"Orwell was right -&gt; schools &amp; media Huxley -&gt; public *is* heavily medicated Rand was also right, as y…",2023,4,23,7,15
I’ll take him!,2023,4,23,7,15
"Or, at least, that’s what Snorri said",2023,4,23,7,13
Congratulations!,2023,4,23,7,12
…,2023,4,23,7,12
True,2023,4,23,7,9
Please correct if wrong,2023,4,25,2,14
Age limit for sterilization by the state or parents too? Or is that too much to hope for.,2023,4,25,2,13
"What research? Every child goes through an identity crisis, but leaping to a permanent so…",2023,4,25,2,13
"We will do our best to support candidates from all parties, so that the public may make the most i…",2023,4,25,2,13
You and other candidates deserve that opportunity!,2023,4,25,2,13
Exactly,2023,4,25,2,12
"I agree. This is super messed up. Mature, consenting adults should do as they wish, so long as they do…",2023,4,25,2,12
Are they simply looking at old data or ignoring the bad data that they have?,2023,4,25,2,12
Congrats!,2023,4,25,2,10
Congrats UAE 🇦🇪!!,2023,4,25,2,6
"If you weaponize currency enough times, other countries will stop using it",2023,4,25,2,6
Interesting,2023,4,25,2,5
Great points!,2023,4,25,2,5
Verified accounts are now prioritized,2023,4,25,2,5
That meme rings a bell,2023,4,25,2,5
"Sometimes, when you learn about something, you think you have it",2023,4,25,2,5
It’s been a while since had to intervene. 11.4 is good.,2023,4,25,2,5
"I agree with assisted suicide if someone is a mature adult, but definitely not kids. There is a reas…",2023,4,25,2,4
Ask GPT-whatever,2023,4,25,2,3
Our meat computers are so slow 😔,2023,4,25,2,3
The collective mind that is this platform needs more signal &amp; less noise,2023,4,25,2,3
Collective consciousness,2023,4,25,2,3
Odd Couple (2023 remake),2023,4,25,2,3
Are you ever critical of someone on the left?,2023,4,25,2,2
"Can’t shrink humans, so need big rocket",2023,4,25,2,1
Exactly,2023,4,25,2,1
We’re running out of “everything is fine!” memes,2023,4,25,2,1
Literally,2023,4,25,2,0
WALL-E has decent runway,2023,4,25,2,0
"Mind-blowing concept when you first hear it. There is arguably a practical maximum to digits of pi, w…",2023,4,25,2,0
"Censor not, lest ye be censored",2023,4,25,2,0
"Exactly right. If we lose freedom of speech, it’s never coming back. Beware of censorship lest ye censored.",2023,4,25,2,0
"Nice. Just me here too. If something dumb is said, it’s definitely me.",2023,4,25,2,0
"Gravity, gravity, time to escape that for me",2023,4,24,1,23
Or maybe just X,2023,4,24,1,23
Thanks!,2023,4,24,1,23
I just subscribed,2023,4,24,1,22
I subscribed!,2023,4,24,1,22
More,2023,4,24,1,22
To paraphrase a famous statement about democracy: Free press is the worst form of press – except for…,2023,4,24,1,21
Jimmy () has already enabled subscriptions on this platform,2023,4,24,1,21
"Or we don’t hire anyone, but simply enable content creators to prosper on this platform without applying…",2023,4,24,1,21
"We’re rapidly improving transparency &amp; fairness on this platform, but there is still a lot of work to do",2023,4,24,1,21
Hard to believe Starship actually did launch on 4/20 lol,2023,4,24,1,21
You’d never guess it’s me!,2023,4,24,1,21
It will be soon,2023,4,24,1,21
I kinda love Cramer,2023,4,24,1,21
Content creators may wish to enable subscriptions on this platform. Just tap on Monetization in settings.,2023,4,24,1,21
"If heat death is the fate of the Universe, it really is all about the journey",2023,4,24,1,21
We live in the most interesting of times,2023,4,24,1,21
I love your relentless optimism in an otherwise pessimistic world!,2023,4,24,1,20
Exactly,2023,4,24,1,15
Interesting,2023,4,24,1,15
Pretty much,2023,4,24,1,14
Thoughtful article by,2023,4,24,1,14
"Maybe we are LLMs, living on a GPU &amp; don’t realize it 👀",2023,4,26,3,5
Kurzweil seems to be right about ~2029,2023,4,26,3,3
The hard take-off is already happening. Just zoom out a little. The most fundamental metric imo is the ra…,2023,4,26,3,3
Anyone up for the task?,2023,4,26,3,3
"Seems early to run an attack ad. Also, the AI will be much better next year.",2023,4,26,3,2
"Most people in the west accept abortion in the first trimester, but not in the third trimester. Europe…",2023,4,25,2,19
"Fair enough then re incumbent not doing debates, although that seems like a tradition that should change",2023,4,25,2,19
People still don’t understand the implications of FSD,2023,4,25,2,19
"I’ve seen quite a few technologies develop, but none with this level of risk. AGI is significantly hi…",2023,4,25,2,19
"Over the past few decades, among western elites, LGBT shifted from ostracism (or worse) to being the cool kids club",2023,4,25,2,19
The mass &amp; difficulty required to build a space habitat like that is extreme. Far better to have a base on the moon &amp; city on Mars.,2023,4,25,2,19
Thanks! Will keep at it.,2023,4,25,2,19
Stream on Twitter too!,2023,4,25,2,15
So bizarre that people and companies don’t use money management (Treasury Bill) checking accounts and earn 4%!,2023,4,25,2,15
Really? 🤔,2023,4,25,2,15
I repeat my statement that any parents or doctors who do this should go to prison for life,2023,4,25,2,14
Comprehensive study in Sweden shows *increased* suicide! Death for sex-reassigned persons…,2023,4,25,2,14
Noted,2023,4,27,4,8
Is this definitely accurate?,2023,4,27,4,8
[right wing meme],2023,4,27,4,6
Nothing,2023,4,27,4,5
Oh great,2023,4,27,4,5
Very much so,2023,4,27,4,5
The data with which the Federal Reserve is making decisions has too much latency,2023,4,27,4,5
"Here we stand, after 13.8 billion years, a testament to the fleeting fragility of consciousness",2023,4,27,4,4
Remember the Somme,2023,4,27,4,4
Munchausen by proxy,2023,4,27,4,4
Good meeting,2023,4,27,4,4
Met with and many members of Congress about artificial intelligence regulation today. That which affec…,2023,4,27,4,4
Much has happened,2023,4,27,4,0
But not in the way it was done last time,2023,4,26,3,18
Not tolerated on this platform,2023,4,26,3,18
"If you are taught to hate yourself, you will want to be someone else",2023,4,26,3,17
Some version of them both is inevitable,2023,4,26,3,16
The Swedish study says “sex-reassigned transsexual persons of both genders had approximate…,2023,4,26,3,16
Good point,2023,4,26,3,15
Awesome,2023,4,27,4,19
Exactly,2023,4,27,4,15
"Hear, hear!",2023,4,27,4,15
Best textbook intro ever,2023,4,27,4,15
"I met with many other senior Democratic Party leaders too, many of whom, including Chuc…",2023,4,27,4,15
"Thanks Ed, I appreciate the kind words. I almost never encounter negativity in gatherings where I can…",2023,4,27,4,15
"Anyone making materially false statements on this platform will get Community Noted, including you, me, Tucker, adv…",2023,4,27,4,15
I recommend subscribing to Massimo,2023,4,29,6,9
To a shocking degree,2023,4,29,6,9
True,2023,4,29,6,9
How many of these labs are there?,2023,4,29,6,8
"The bit rate of speech, even “fast” speech”, is absurdly low",2023,4,29,6,8
Always has been,2023,4,29,6,8
That fix is in work,2023,4,29,6,8
Yeah,2023,4,29,6,8
"The Onion has become jarringly unfunny. At the heart of humor is a revealed truth, but woke i…",2023,4,29,6,8
Most parents have no idea how bad it is,2023,4,29,6,8
"Eventually, the worm will turn",2023,4,29,6,4
Thanks for having me,2023,4,29,6,3
Falcon Heavy is green for launch,2023,4,28,5,22
Good idea,2023,4,28,5,22
"About to do Falcon Heavy risk review. I love that rocket, but it’s scary. So many state changes post liftoff.",2023,4,28,5,22
On show tonight,2023,4,28,5,22
"We will keep 10% after 12 months, but iOS/Android subscription fees drop from 30% to 15% in year 2, so still a net gain to creators",2023,4,28,5,21
Exactly,2023,4,28,5,21
"Note, it takes a few days longer for subscriptions to go active on iPhone vs web, as all subscriptions currently ha…",2023,4,28,5,20
"Physics is the law, everything else is a recommendation. Anyone can break laws created by people,…",2023,4,28,5,20
"Content creators can now enable subscriptions to their text, pics &amp; video worldwide on this platform!",2023,4,28,5,20
This is becoming a serious scaling challenge,2023,4,30,7,15
High time humanity had a moonbase,2023,4,30,7,8
lol they should keep doing it all day,2023,4,30,7,8
Shannon was incredible. His work will stand for eternity.,2023,4,30,7,7
"Between, Tesla, Starlink &amp; Twitter, I may have more real-time…",2023,4,30,7,6
Very important,2023,4,30,7,6
Very concerning,2023,4,30,7,6
"Just like AI, human neural net training takes a long time, but inference (applying the k…",2023,4,30,7,5
Fed data has too much latency. Mild recession is already here.…,2023,4,30,7,5
"The goal is to make this platform maximum truth-seeking or, said another way, the least untrue compared to everything else",2023,4,30,7,5
You’re correct,2023,4,30,7,4
"As more note reviewers from a particular viewpoint pile on, the weight…",2023,4,30,7,4
I agree,2023,4,30,7,3
Home,2023,4,30,7,3
True,2023,4,29,6,22
Massive attack on freedom of speech,2023,4,29,6,22
This is a massive attack against freedom of speech,2023,4,29,6,22
"Rolling out next month, this platform will allow media publishers to charge users on a per article basis with one c…",2023,4,29,6,16
Printing over a hundred million newspapers per day is a waste of natural resources,2023,4,29,6,16
We fixed the remaining 2%,2023,4,29,6,16
This is an issue with Android Store. Waiting for Google to fix it.,2023,4,29,6,16
"All proceeds go to content creators, we keep nothing",2023,4,29,6,15
Exactly,2023,4,29,6,15
That’s the acid test,2023,4,29,6,15
Major software upgrades underway across the board. Encrypted DMs &amp; other DM upgrades rolling out this week.,2023,4,29,6,15
Support content creators around the world in near &amp; far away places! For many this represents a vital source of in…,2023,4,29,6,15
Same,2023,4,29,6,15
I mean … what IF something went wrong?,2023,4,29,6,14
Community Notes ftw again lol,2023,4,29,6,14
"That’s a reasonable assessment. My point is that schools have gone too far, especially in “blue” states,…",2023,4,29,6,14
"Hear, hear!",2023,4,29,6,14
Worthy of ridicule,2023,4,29,6,13
Munchausen Syndrome,2023,4,29,6,13
I propose the lmfao test for AI,2023,4,29,6,13
"Worth subscribing, even if you don’t agree with viewpoint!",2023,5,1,1,18
Will try it!,2023,5,1,1,17
The warning a bit too sensitive,2023,5,1,1,17
Yeah,2023,5,1,1,17
Even benign dependency on AI/Automation is dangerous to civilization if taken so far that we eventually forget how the machines work,2023,5,1,1,16
Falcon Heavy,2023,5,1,1,5
That bad huh 🤣🤣,2023,5,1,1,5
I nearly died laughing phew that was close,2023,5,1,1,3
Interview with,2023,5,1,1,1
Over half a decade ago,2023,4,30,7,22
11.4.1 is promising,2023,4,30,7,16
Tesla self-driving is by far the most advanced real world AI,2023,4,30,7,16
"It is becoming harder for people to get car loans in the US, even when their credit is good. Under…",2023,4,30,7,15
Cool :),2023,4,30,7,15
You should upload your podcasts to this platform,2023,4,30,7,15
They are the same picture,2023,5,2,2,6
Infinite a lot of things,2023,5,2,2,6
Coming soon,2023,5,2,2,6
Some things are priceless,2023,5,2,2,5
Hinton knows what he’s talking about,2023,5,2,2,5
"Go woke, go … It’s been a while since they made quality content.",2023,5,2,2,5
I’ve been saying this for a while,2023,5,2,2,5
Cult / Culture,2023,5,2,2,4
This is absurd. Shame on the CEO and board of trustees of Thomas Jefferson University!,2023,5,2,2,4
Twitter screen time is usually more than people think,2023,5,1,1,21
Chainmail armor making a comeback!,2023,5,1,1,21
Absolutely. Same for Twitter.,2023,5,1,1,21
The account would have many more followers if it posted content,2023,5,1,1,20
Absolutely,2023,5,1,1,17
"If this keeps going, making new music will be illegal!",2023,5,1,1,17
Worth reading The Machine Stops by EM Forster if you haven’t already,2023,5,1,1,16
Event Horizon Balance Beam,2023,5,12,5,5
Great points!,2023,5,3,3,16
"Strange days. Seems more likely a false flag than an actual (weak) assassination attempt, but either are possible.",2023,5,3,3,16
"Aargh, this gets me every time!",2023,5,3,3,16
Cool,2023,5,3,3,6
"Nice work by the recommendations algorithm team! As always, changes will be open source.…",2023,5,3,3,6
Cool!,2023,5,3,3,1
Haha same. We should touch more grass I guess …,2023,5,3,3,1
"The power of to combat actual disinformation is incredible. At its core, it requires p…",2023,5,3,3,1
These guys?,2023,5,3,3,1
"As Andrej said, if you hit Earth with enough photons, eventually it emits a Tesla!",2023,5,3,3,1
Extend consciousness to the stars,2023,5,3,3,1
I subscribed,2023,5,3,3,1
Crispy,2023,5,3,3,0
Probably won’t even need to pay for it,2023,5,2,2,19
Sorry our video upload is so bad! We’re working on major improvements. I recommend 480p for video longer than 10…,2023,5,2,2,19
This will backfire,2023,5,2,2,19
"This is ridiculous. Twitter briefly encountered growing pains, which affected users worldwide. Too many…",2023,5,2,2,19
True,2023,5,2,2,19
Good,2023,5,2,2,17
Congrats!,2023,5,2,2,17
Strange,2023,5,2,2,17
This is real?,2023,5,2,2,17
Partially visible subscriber-only posts in For You timeline will be a major driver of subscriptions,2023,5,2,2,17
"So the president of a university, which is supposed to be a bastion of freedom of ex…",2023,5,2,2,17
"The more screentime users spend looking at a post, whether text, pic or video, the more it is boosted. Video post…",2023,5,2,2,17
These are increasingly rare,2023,5,2,2,17
Absolutely,2023,5,2,2,17
The Fed is making decisions using stale data. This is like driving a car while looking out the rear w…,2023,5,2,2,16
This is a massive problem. Doesn’t make sense to keep money in a &lt;1% interest bank account ins…,2023,5,2,2,16
There will always be sadness. What matters – I think – is maximizing cumulative civilizational net happiness over time.,2023,5,2,2,15
🎶 I’m a little teapot … 🎶,2023,5,2,2,15
Sunset in space,2023,5,2,2,15
True,2023,5,2,2,15
True,2023,5,2,2,15
Notes ftw again,2023,5,4,4,7
"Wow, state of emergency!",2023,5,4,4,7
Please do!,2023,5,4,4,7
Absolutely,2023,5,4,4,6
The philosophy that led to this bleak outcome will be the end of civilization if extended to the world,2023,5,4,4,6
So many stores shuttered in downtown SF. Feels post-apocalyptic.,2023,5,4,4,6
Lowest in the world?,2023,5,4,4,6
Is this real?,2023,5,4,4,6
Great idea,2023,5,4,4,3
"Ending censorship in guise of virtue, handing control of the narrative to the people and actually accur…",2023,5,4,4,2
It’s almost like there’s a pattern,2023,5,4,4,2
Interesting,2023,5,4,4,1
14 years ago,2023,5,3,3,22
"Always tough with margins for new vehicle lines, especially when there are major technology s…",2023,5,3,3,19
Oh brave new world,2023,5,3,3,15
Excel 🙌,2023,5,5,5,16
Starlink now constitutes a majority of all active satellites,2023,5,5,5,16
Correct,2023,5,5,5,6
So awesome,2023,5,5,5,5
It’s a step in the right direction,2023,5,5,5,5
Cool!,2023,5,5,5,4
V11.4 is excellent. Several days of driving to random pin drop locations in Austin. Zero safety-critical interventions.,2023,5,5,5,3
"Global warming risk is overblown in the short term, but significant in the long term",2023,5,5,5,3
I will survive,2023,5,5,5,3
That’s being fixed,2023,5,4,4,22
Great!,2023,5,4,4,22
An excellent question,2023,5,4,4,21
This is a *major* issue!,2023,5,4,4,21
Is this accurate?,2023,5,4,4,21
Falcon Heavy long exposure looks like 3 laser beams from space,2023,5,4,4,21
Thanks for the 3 Doge!,2023,5,4,4,18
"True, electronics all want DC, not AC. So do electric cars.",2023,5,4,4,18
Welcome back to Twitter! 💕,2023,5,4,4,17
May the 4th be with you ❤️,2023,5,4,4,17
"Yes, but they are not to blame for San Francisco. Fundamentally, states and cities mus…",2023,5,4,4,17
Cool,2023,5,6,6,14
Interesting,2023,5,6,6,14
Cool,2023,5,6,6,7
"Odd, why would the media misrepresent the real situation to such an extreme degree?",2023,5,6,6,6
Not really a moat – just a much higher rate of innovation than competitors,2023,5,6,6,6
"Almost like there’s latency in their data, so things are worse than they realize …",2023,5,6,6,4
"Yup, massive.",2023,5,6,6,4
"We will have a lower cost tier for small businesses, but need to manage the onboarding of or…",2023,5,6,6,2
Highly recommend that organizations sign up and validate their affiliates to prevent impersonation,2023,5,6,6,2
Uh oh,2023,5,6,6,2
Cool features coming soon!,2023,5,6,6,2
"If the intern who was asked to write this used ChatGPT, that would be amazing",2023,5,6,6,2
America has a lot of gold!,2023,5,6,6,2
Cool,2023,5,6,6,0
We should be,2023,5,5,5,21
